Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
Jenny Genoveva Maakal (-Thomas),South Africa,RSA,Summer,1932,Los Angeles,Swimming,400m freestyle,Bronze,Women
Annelies Maas (-Kraus),Netherlands,NED,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Bronze,Women
Gary Wayne MacDonald,Canada,CAN,Summer,1976,Montreal,Swimming,4x100m medley relay,Silver,Men
"Emmy Gunilla ""Emy"" Machnow (-Almberg)",Sweden,SWE,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Bronze,Women
John Joseph Macionis,United States,USA,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Silver,Men
Linda June MacKenzie (-Single),Australia,AUS,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Gold,Women
Lisa Maree Mackie,Australia,AUS,Summer,1996,Atlanta,Swimming,4x200m freestyle relay,Bronze,Women
Brittany MacLean,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Women
Michelle A. MacPherson (-Hojnacki),Canada,CAN,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Bronze,Women
Helene Emma Madison,United States,USA,Summer,1932,Los Angeles,Swimming,100m freestyle,Gold,Women
Helene Emma Madison,United States,USA,Summer,1932,Los Angeles,Swimming,400m freestyle,Gold,Women
Helene Emma Madison,United States,USA,Summer,1932,Los Angeles,Swimming,4x100m freestyle relay,Gold,Women
Djan Garrido Madruga,Brazil,BRA,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Bronze,Men
Hideko Maehata (-Hyodo),Japan,JPN,Summer,1932,Los Angeles,Swimming,200m breaststroke,Silver,Women
Hideko Maehata (-Hyodo),Japan,JPN,Summer,1936,Berlin,Swimming,200m breaststroke,Gold,Women
Filippo Magnini,Italy,ITA,Summer,2004,Athina,Swimming,4x200m freestyle relay,Bronze,Men
Christine Marie Magnuson,United States,USA,Summer,2008,Beijing,Swimming,100m butterfly,Silver,Women
Christine Marie Magnuson,United States,USA,Summer,2008,Beijing,Swimming,4x100m medley relay,Silver,Women
James Magnussen,Australia,AUS,Summer,2012,London,Swimming,100m freestyle,Silver,Men
James Magnussen,Australia,AUS,Summer,2012,London,Swimming,4x100m medley relay,Bronze,Men
James Magnussen,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Bronze,Men
"William Victor ""Bill"" Mahony",Canada,CAN,Summer,1972,Munich,Swimming,4x100m medley relay,Bronze,Men
Sandrine Mainville,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Bronze,Women
Shozo Makino,Japan,JPN,Summer,1932,Los Angeles,Swimming,1500m freestyle,Silver,Men
Shozo Makino,Japan,JPN,Summer,1936,Berlin,Swimming,400m freestyle,Bronze,Men
"Thomas Andrew ""Tom"" Malchow",United States,USA,Summer,1996,Atlanta,Swimming,200m butterfly,Silver,Men
"Thomas Andrew ""Tom"" Malchow",United States,USA,Summer,2000,Sydney,Swimming,200m butterfly,Gold,Men
Kurt Paul Malisch,Germany,GER,Summer,1912,Stockholm,Swimming,200m breaststroke,Bronze,Men
Grgory Mallet,France,FRA,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Silver,Men
Grgory Mallet,France,FRA,Summer,2012,London,Swimming,4x200m freestyle relay,Silver,Men
Hkan Malmrot,Sweden,SWE,Summer,1920,Antwerpen,Swimming,200m breaststroke,Gold,Men
Hkan Malmrot,Sweden,SWE,Summer,1920,Antwerpen,Swimming,400m breaststroke,Gold,Men
Ioannis Malokinis,Greece,GRE,Summer,1896,Athina,Swimming,100m freestyle for sailors,Gold,Men
Florent Manaudou,France,FRA,Summer,2012,London,Swimming,50m freestyle,Gold,Men
Florent Manaudou,France,FRA,Summer,2016,Rio de Janeiro,Swimming,50m freestyle,Silver,Men
Florent Manaudou,France,FRA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Men
Laure Manaudou,France,FRA,Summer,2004,Athina,Swimming,400m freestyle,Gold,Women
Laure Manaudou,France,FRA,Summer,2004,Athina,Swimming,800m freestyle,Silver,Women
Laure Manaudou,France,FRA,Summer,2004,Athina,Swimming,100m backstroke,Bronze,Women
Shelley Isabel Mann,United States,USA,Summer,1956,Melbourne,Swimming,4x100m freestyle relay,Silver,Women
Shelley Isabel Mann,United States,USA,Summer,1956,Melbourne,Swimming,100m butterfly,Gold,Women
Harold Thompson Mann,United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Men
Simone Ashley Manuel,United States,USA,Summer,2016,Rio de Janeiro,Swimming,50m freestyle,Silver,Women
Simone Ashley Manuel,United States,USA,Summer,2016,Rio de Janeiro,Swimming,100m freestyle,Gold,Women
Simone Ashley Manuel,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Women
Simone Ashley Manuel,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Gold,Women
Roxana Maracineanu,France,FRA,Summer,2000,Sydney,Swimming,200m backstroke,Silver,Women
Melanie Margalis,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Gold,Women
Aleksey Viktorovich Markovsky,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
Barbara Ann Marshall,United States,USA,Summer,1972,Munich,Swimming,4x100m freestyle relay,Gold,Women
Christine Irene Marshall,United States,USA,Summer,2008,Beijing,Swimming,4x200m freestyle relay,Bronze,Women
John Birnie Marshall,Australia,AUS,Summer,1948,London,Swimming,400m freestyle,Bronze,Men
John Birnie Marshall,Australia,AUS,Summer,1948,London,Swimming,1500m freestyle,Silver,Men
Paul Julian Marshall,Great Britain,GBR,Summer,1980,Moskva,Swimming,4x100m medley relay,Bronze,Men
Margot Marsman (-de Jong),Netherlands,NED,Summer,1948,London,Swimming,4x100m freestyle relay,Bronze,Women
Ulla Agneta Linna Mrtensson (-Baron),Sweden,SWE,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Silver,Women
Louis Martin,France,FRA,Summer,1900,Paris,Swimming,4000m freestyle,Bronze,Men
Louis Martin,Pupilles de Neptune de Lille,FRA,Summer,1900,Paris,Swimming,200m team,Bronze,Men
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1992,Barcelona,Swimming,50m freestyle,Bronze,Women
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1992,Barcelona,Swimming,4x100m freestyle relay,Gold,Women
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,100m freestyle,Bronze,Women
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,4x100m freestyle relay,Gold,Women
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,100m butterfly,Bronze,Women
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,4x100m medley relay,Gold,Women
Kylie Jacqueline Masse,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,100m backstroke,Bronze,Women
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",Netherlands,NED,Summer,1936,Berlin,Swimming,100m freestyle,Gold,Women
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",Netherlands,NED,Summer,1936,Berlin,Swimming,400m freestyle,Gold,Women
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",Netherlands,NED,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Gold,Women
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",Netherlands,NED,Summer,1936,Berlin,Swimming,100m backstroke,Silver,Women
Antony Matkovich,Australia,AUS,Summer,2004,Athina,Swimming,4x200m freestyle relay,Silver,Men
Takeshi Matsuda,Japan,JPN,Summer,2008,Beijing,Swimming,200m butterfly,Bronze,Men
Takeshi Matsuda,Japan,JPN,Summer,2012,London,Swimming,200m butterfly,Bronze,Men
Takeshi Matsuda,Japan,JPN,Summer,2012,London,Swimming,4x100m medley relay,Silver,Men
Takeshi Matsuda,Japan,JPN,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Bronze,Men
Roland Matthes,East Germany,GDR,Summer,1968,Mexico City,Swimming,100m backstroke,Gold,Men
Roland Matthes,East Germany,GDR,Summer,1968,Mexico City,Swimming,200m backstroke,Gold,Men
Roland Matthes,East Germany,GDR,Summer,1968,Mexico City,Swimming,4x100m medley relay,Silver,Men
Roland Matthes,East Germany,GDR,Summer,1972,Munich,Swimming,4x100m freestyle relay,Bronze,Men
Roland Matthes,East Germany,GDR,Summer,1972,Munich,Swimming,100m backstroke,Gold,Men
Roland Matthes,East Germany,GDR,Summer,1972,Munich,Swimming,200m backstroke,Gold,Men
Roland Matthes,East Germany,GDR,Summer,1972,Munich,Swimming,4x100m medley relay,Silver,Men
Roland Matthes,East Germany,GDR,Summer,1976,Montreal,Swimming,100m backstroke,Bronze,Men
Marcus Laborne Mattioli,Brazil,BRA,Summer,1980,Moskva,Swimming,4x200m freestyle relay,Bronze,Men
Viktor Georgiyevich Mazanov,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m freestyle relay,Silver,Men
Viktor Georgiyevich Mazanov,Soviet Union,URS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Bronze,Men
Viktor Georgiyevich Mazanov,Soviet Union,URS,Summer,1972,Munich,Swimming,4x100m freestyle relay,Silver,Men
Viktor Georgiyevich Mazanov,Soviet Union,URS,Summer,1972,Munich,Swimming,4x200m freestyle relay,Bronze,Men
Raimundas Mauolis,Soviet Union,URS,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Silver,Men
"Thomas Sean ""Tom"" McBreen",United States,USA,Summer,1972,Munich,Swimming,400m freestyle,Bronze,Men
"Thomas Sean ""Tom"" McBreen",United States,USA,Summer,1972,Munich,Swimming,4x200m freestyle relay,Gold,Men
Alan McClatchey,Great Britain,GBR,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Bronze,Men
"Lynette Velma ""Lyn"" McClements (-McKenzie)",Australia,AUS,Summer,1968,Mexico City,Swimming,100m butterfly,Gold,Women
"Lynette Velma ""Lyn"" McClements (-McKenzie)",Australia,AUS,Summer,1968,Mexico City,Swimming,4x100m medley relay,Silver,Women
Julie Maree McDonald,Australia,AUS,Summer,1988,Seoul,Swimming,800m freestyle,Bronze,Women
Cameron McEvoy,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Bronze,Men
Cameron McEvoy,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Bronze,Men
Tracey Danielle McFarlane (-Mirande),United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Silver,Women
"Richard Michael ""Rich"" McGeagh",United States,USA,Summer,1964,Tokyo,Swimming,4x100m medley relay,Gold,Men
Tyler Tennant McGill,United States,USA,Summer,2012,London,Swimming,4x100m medley relay,Gold,Men
Perry McGillivray,United States,USA,Summer,1912,Stockholm,Swimming,4x200m freestyle relay,Silver,Men
Perry McGillivray,United States,USA,Summer,1920,Antwerpen,Swimming,4x200m freestyle relay,Gold,Men
"Robert Bilsland ""Bobby"" McGregor",Great Britain,GBR,Summer,1964,Tokyo,Swimming,100m freestyle,Silver,Men
Mary Olive McKean (-Mucha),United States,USA,Summer,1936,Berlin,Swimming,4x100m freestyle relay,Bronze,Women
"Alexander Timothy ""Tim"" McKee",United States,USA,Summer,1972,Munich,Swimming,200m individual medley,Silver,Men
"Alexander Timothy ""Tim"" McKee",United States,USA,Summer,1972,Munich,Swimming,400m individual medley,Silver,Men
"Alexander Timothy ""Tim"" McKee",United States,USA,Summer,1976,Montreal,Swimming,400m individual medley,Silver,Men
"Donald Ward ""Don"" McKenzie, Jr.",United States,USA,Summer,1968,Mexico City,Swimming,100m breaststroke,Gold,Men
"Donald Ward ""Don"" McKenzie, Jr.",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
"Grace McKenzie (-Nelson, -Morgan)",Great Britain,GBR,Summer,1920,Antwerpen,Swimming,4x100m freestyle relay,Silver,Women
"Grace McKenzie (-Nelson, -Morgan)",Great Britain,GBR,Summer,1924,Paris,Swimming,4x100m freestyle relay,Silver,Women
Emma McKeon,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,200m freestyle,Bronze,Women
Emma McKeon,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Gold,Women
Emma McKeon,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Silver,Women
Emma McKeon,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Women
Taylor McKeown,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Silver,Women
Josephine Eveline McKim (-Chalmers),United States,USA,Summer,1928,Amsterdam,Swimming,400m freestyle,Bronze,Women
Josephine Eveline McKim (-Chalmers),United States,USA,Summer,1928,Amsterdam,Swimming,4x100m freestyle relay,Gold,Women
Josephine Eveline McKim (-Chalmers),United States,USA,Summer,1932,Los Angeles,Swimming,4x100m freestyle relay,Gold,Women
"Frank Edward McKinney, Jr.",United States,USA,Summer,1956,Melbourne,Swimming,100m backstroke,Bronze,Men
"Frank Edward McKinney, Jr.",United States,USA,Summer,1960,Roma,Swimming,100m backstroke,Silver,Men
"Frank Edward McKinney, Jr.",United States,USA,Summer,1960,Roma,Swimming,4x100m medley relay,Gold,Men
"James Price ""Jimmy"" McLane, Jr.",United States,USA,Summer,1948,London,Swimming,400m freestyle,Silver,Men
"James Price ""Jimmy"" McLane, Jr.",United States,USA,Summer,1948,London,Swimming,1500m freestyle,Gold,Men
"James Price ""Jimmy"" McLane, Jr.",United States,USA,Summer,1948,London,Swimming,4x200m freestyle relay,Gold,Men
"James Price ""Jimmy"" McLane, Jr.",United States,USA,Summer,1952,Helsinki,Swimming,4x200m freestyle relay,Gold,Men
"Matthew ""Matt"" McLean",United States,USA,Summer,2012,London,Swimming,4x200m freestyle relay,Gold,Men
Mary Terstegge Meagher (-Plant),United States,USA,Summer,1984,Los Angeles,Swimming,100m butterfly,Gold,Women
Mary Terstegge Meagher (-Plant),United States,USA,Summer,1984,Los Angeles,Swimming,200m butterfly,Gold,Women
Mary Terstegge Meagher (-Plant),United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Women
Mary Terstegge Meagher (-Plant),United States,USA,Summer,1988,Seoul,Swimming,200m butterfly,Bronze,Women
Mary Terstegge Meagher (-Plant),United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Silver,Women
"Philomena Alecia ""Bonnie"" Mealing (-Johnston)",Australia,AUS,Summer,1932,Los Angeles,Swimming,100m backstroke,Silver,Women
Jack Chapman Medica,United States,USA,Summer,1936,Berlin,Swimming,400m freestyle,Gold,Men
Jack Chapman Medica,United States,USA,Summer,1936,Berlin,Swimming,1500m freestyle,Silver,Men
Jack Chapman Medica,United States,USA,Summer,1936,Berlin,Swimming,4x200m freestyle relay,Silver,Men
Folkert Meeuw,West Germany,FRG,Summer,1972,Munich,Swimming,4x200m freestyle relay,Silver,Men
Helge Folkert Meeuw,Germany,GER,Summer,2004,Athina,Swimming,4x100m medley relay,Silver,Men
"Catherine Michelle ""Katie"" Meili",United States,USA,Summer,2016,Rio de Janeiro,Swimming,100m breaststroke,Bronze,Women
"Catherine Michelle ""Katie"" Meili",United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Gold,Women
Rta Meilutyt,Lithuania,LTU,Summer,2012,London,Swimming,100m breaststroke,Gold,Women
Katrin Meiner,East Germany,GDR,Summer,1988,Seoul,Swimming,50m freestyle,Bronze,Women
Katrin Meiner,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m freestyle relay,Gold,Women
Katrin Meiner,East Germany,GDR,Summer,1988,Seoul,Swimming,4x100m medley relay,Gold,Women
"Judith Ellen ""Judy"" Melick",United States,USA,Summer,1972,Munich,Swimming,4x100m medley relay,Gold,Women
"Loraine ""Lori"" Melien",Canada,CAN,Summer,1988,Seoul,Swimming,4x100m medley relay,Bronze,Women
Oussama Mellouli,Tunisia,TUN,Summer,2008,Beijing,Swimming,1500m freestyle,Gold,Men
Oussama Mellouli,Tunisia,TUN,Summer,2012,London,Swimming,1500m freestyle,Bronze,Men
Oussama Mellouli,Tunisia,TUN,Summer,2012,London,Swimming,10 kilom open water,Gold,Men
Wieger Emile Mensonides,Netherlands,NED,Summer,1960,Roma,Swimming,200m breaststroke,Bronze,Men
Dsir Alfred Mrchez,Pupilles de Neptune de Lille,FRA,Summer,1900,Paris,Swimming,200m team,Bronze,Men
Emanuele Erminio Merisi,Italy,ITA,Summer,1996,Atlanta,Swimming,200m backstroke,Bronze,Men
Nataliya Alekseyevna Meshcheryakova,Unified Team,EUN,Summer,1992,Barcelona,Swimming,4x100m medley relay,Bronze,Women
Malia Metella,France,FRA,Summer,2004,Athina,Swimming,50m freestyle,Silver,Women
Mehdy Metella,France,FRA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Men
Caren Metschuck (-Mahn),East Germany,GDR,Summer,1980,Moskva,Swimming,100m freestyle,Silver,Women
Caren Metschuck (-Mahn),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m freestyle relay,Gold,Women
Caren Metschuck (-Mahn),East Germany,GDR,Summer,1980,Moskva,Swimming,100m butterfly,Gold,Women
Caren Metschuck (-Mahn),East Germany,GDR,Summer,1980,Moskva,Swimming,4x100m medley relay,Gold,Women
"William Roy ""Bill"" Mettler, Jr.",United States,USA,Summer,1964,Tokyo,Swimming,4x200m freestyle relay,Gold,Men
"Maxwell Raymond ""Max"" Metzker",Australia,AUS,Summer,1980,Moskva,Swimming,1500m freestyle,Bronze,Men
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",United States,USA,Summer,1968,Mexico City,Swimming,200m freestyle,Gold,Women
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",United States,USA,Summer,1968,Mexico City,Swimming,400m freestyle,Gold,Women
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",United States,USA,Summer,1968,Mexico City,Swimming,800m freestyle,Gold,Women
William Meynard,France,FRA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Men
Clment Mignon,France,FRA,Summer,2016,Rio de Janeiro,Swimming,4x100m freestyle relay,Silver,Men
Vladimir Borisovich Mikheyev,Soviet Union,URS,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Silver,Men
Klara Milch (-Durst),Austria,AUT,Summer,1912,Stockholm,Swimming,4x100m freestyle relay,Bronze,Women
Cody Miller,United States,USA,Summer,2016,Rio de Janeiro,Swimming,100m breaststroke,Bronze,Men
Cody Miller,United States,USA,Summer,2016,Rio de Janeiro,Swimming,4x100m medley relay,Gold,Men
Scott Andrew Miller,Australia,AUS,Summer,1996,Atlanta,Swimming,100m butterfly,Silver,Men
Scott Andrew Miller,Australia,AUS,Summer,1996,Atlanta,Swimming,4x100m medley relay,Bronze,Men
Alice Mary Mills (-Tait),Australia,AUS,Summer,2004,Athina,Swimming,4x100m freestyle relay,Gold,Women
Alice Mary Mills (-Tait),Australia,AUS,Summer,2004,Athina,Swimming,4x100m medley relay,Gold,Women
Alice Mary Mills (-Tait),Australia,AUS,Summer,2008,Beijing,Swimming,4x100m freestyle relay,Bronze,Women
"Ronald Parker ""Ronnie"" Mills",United States,USA,Summer,1968,Mexico City,Swimming,100m backstroke,Bronze,Men
"Ronald Parker ""Ronnie"" Mills",United States,USA,Summer,1968,Mexico City,Swimming,4x100m medley relay,Gold,Men
Stephen Milne,Great Britain,GBR,Summer,2016,Rio de Janeiro,Swimming,4x200m freestyle relay,Silver,Men
Jack Rikard Milton,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4x100m freestyle relay,Bronze,Men
Sumika Minamoto,Japan,JPN,Summer,2000,Sydney,Swimming,4x100m medley relay,Bronze,Women
Arsens Miskarovs,Soviet Union,URS,Summer,1980,Moskva,Swimming,100m breaststroke,Silver,Men
Arsens Miskarovs,Soviet Union,URS,Summer,1980,Moskva,Swimming,200m breaststroke,Bronze,Men
Arsens Miskarovs,Soviet Union,URS,Summer,1980,Moskva,Swimming,4x100m medley relay,Silver,Men
"Elizabeth ""Betsy"" Mitchell",United States,USA,Summer,1984,Los Angeles,Swimming,100m backstroke,Silver,Women
"Elizabeth ""Betsy"" Mitchell",United States,USA,Summer,1984,Los Angeles,Swimming,4x100m medley relay,Gold,Women
"Elizabeth ""Betsy"" Mitchell",United States,USA,Summer,1988,Seoul,Swimming,4x100m medley relay,Silver,Women
Ryan Scott Mitchell,Australia,AUS,Summer,2000,Sydney,Swimming,4x100m medley relay,Silver,Men
Gyrgy Mitr,Hungary,HUN,Summer,1948,London,Swimming,1500m freestyle,Bronze,Men
Gyrgy Mitr,Hungary,HUN,Summer,1948,London,Swimming,4x200m freestyle relay,Silver,Men
Junichi Miyashita,Japan,JPN,Summer,2008,Beijing,Swimming,4x100m medley relay,Bronze,Men
Yasuji Miyazaki,Japan,JPN,Summer,1932,Los Angeles,Swimming,100m freestyle,Gold,Men
Yasuji Miyazaki,Japan,JPN,Summer,1932,Los Angeles,Swimming,4x200m freestyle relay,Gold,Men
Diana Iuliana Mocanu,Romania,ROU,Summer,2000,Sydney,Swimming,100m backstroke,Gold,Women
Diana Iuliana Mocanu,Romania,ROU,Summer,2000,Sydney,Swimming,200m backstroke,Gold,Women
Karen Patricia Moe-Thornton (-Humphreys),United States,USA,Summer,1972,Munich,Swimming,200m butterfly,Gold,Women
Anke Mhring,East Germany,GDR,Summer,1988,Seoul,Swimming,400m freestyle,Bronze,Women
John James Monckton,Australia,AUS,Summer,1956,Melbourne,Swimming,100m backstroke,Silver,Men
"James Paul ""Jim"" Montgomery",United States,USA,Summer,1976,Montreal,Swimming,100m freestyle,Gold,Men
"James Paul ""Jim"" Montgomery",United States,USA,Summer,1976,Montreal,Swimming,200m freestyle,Bronze,Men
"James Paul ""Jim"" Montgomery",United States,USA,Summer,1976,Montreal,Swimming,4x200m freestyle relay,Gold,Men
"James Paul ""Jim"" Montgomery",United States,USA,Summer,1976,Montreal,Swimming,4x100m medley relay,Gold,Men
