Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal,Category
Yoshihiro Okumura,Japan,JPN,Summer,2004,Athina,Swimming,4X100M Medley Relay,Bronze,Men
"Penelope ""Penny"" Oleksiak",Canada,CAN,Summer,2016,Rio De Janeiro,Swimming,100M Freestyle,Gold,Women
"Penelope ""Penny"" Oleksiak",Canada,CAN,Summer,2016,Rio De Janeiro,Swimming,4X100M Freestyle Relay,Bronze,Women
"Penelope ""Penny"" Oleksiak",Canada,CAN,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Bronze,Women
"Penelope ""Penny"" Oleksiak",Canada,CAN,Summer,2016,Rio De Janeiro,Swimming,100M Butterfly,Silver,Women
Marc-Antoine Olivier,France,FRA,Summer,2016,Rio De Janeiro,Swimming,10Km Open Water,Bronze,Men
Jon C. Olsen,United States,USA,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Gold,Men
Jon C. Olsen,United States,USA,Summer,1992,Barcelona,Swimming,4X200M Freestyle Relay,Bronze,Men
Jon C. Olsen,United States,USA,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Gold,Men
Jon C. Olsen,United States,USA,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Gold,Men
Jon C. Olsen,United States,USA,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Gold,Men
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,1992,Barcelona,Swimming,200M Butterfly,Bronze,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Bronze,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,1996,Atlanta,Swimming,200M Butterfly,Gold,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,1996,Atlanta,Swimming,4X100M Medley Relay,Silver,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,2000,Sydney,Swimming,200M Freestyle,Gold,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,2000,Sydney,Swimming,4X200M Freestyle Relay,Silver,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,2000,Sydney,Swimming,200M Butterfly,Silver,Women
"Susan ""Susie"" O'Neill",Australia,AUS,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Silver,Women
Junko Onishi,Japan,JPN,Summer,2000,Sydney,Swimming,4X100M Medley Relay,Bronze,Women
Jzsef Nody,Hungary,HUN,Summer,1906,Athina,Swimming,4 X 250M Freestyle Relay,Gold,Men
Richard Craig Oppel,United States,USA,Summer,1988,Seoul,Swimming,4X200M Freestyle Relay,Gold,Men
Mikael Gustaf Rn,Sweden,SWE,Summer,1984,Los Angeles,Swimming,4X100M Freestyle Relay,Bronze,Men
"William Robert ""Bill"" Orthwein",Missouri Athletic Club,USA,Summer,1904,St. Louis,Swimming,4 X 50M Yard Freestyle Relay,Bronze,Men
Yoshihiko Osaki,Japan,JPN,Summer,1960,Roma,Swimming,200M Breaststroke,Silver,Men
Yoshihiko Osaki,Japan,JPN,Summer,1960,Roma,Swimming,4X100M Medley Relay,Bronze,Men
Ann Osgerby,Great Britain,GBR,Summer,1980,Moskva,Swimming,4X100M Medley Relay,Silver,Women
Albina Lucy Charlotte Osipowich (-Van Aken),United States,USA,Summer,1928,Amsterdam,Swimming,100M Freestyle,Gold,Women
Albina Lucy Charlotte Osipowich (-Van Aken),United States,USA,Summer,1928,Amsterdam,Swimming,4X100M Freestyle Relay,Gold,Women
Per-Olof Strand,Sweden,SWE,Summer,1952,Helsinki,Swimming,400M Freestyle,Bronze,Men
Simone Osygus (-Brune),Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Freestyle Relay,Bronze,Women
Simone Osygus (-Brune),Germany,GER,Summer,1992,Barcelona,Swimming,4X100M Medley Relay,Silver,Women
Simone Osygus (-Brune),Germany,GER,Summer,1996,Atlanta,Swimming,4X100M Freestyle Relay,Bronze,Women
Simone Osygus (-Brune),Germany,GER,Summer,1996,Atlanta,Swimming,4X200M Freestyle Relay,Silver,Women
Anne Ottenbrite (-Muylaert),Canada,CAN,Summer,1984,Los Angeles,Swimming,100M Breaststroke,Silver,Women
Anne Ottenbrite (-Muylaert),Canada,CAN,Summer,1984,Los Angeles,Swimming,200M Breaststroke,Gold,Women
Anne Ottenbrite (-Muylaert),Canada,CAN,Summer,1984,Los Angeles,Swimming,4X100M Medley Relay,Bronze,Women
Jeanette Ottesen Gray,Denmark,DEN,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Bronze,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,50M Freestyle,Gold,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,100M Freestyle,Gold,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Freestyle Relay,Gold,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,100M Backstroke,Gold,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,100M Butterfly,Gold,Women
Kristin Otto,East Germany,GDR,Summer,1988,Seoul,Swimming,4X100M Medley Relay,Gold,Women
Louise Otto (-Sander),Germany,GER,Summer,1912,Stockholm,Swimming,4X100M Freestyle Relay,Silver,Women
Emily Overholt,Canada,CAN,Summer,2016,Rio De Janeiro,Swimming,4X200M Freestyle Relay,Bronze,Women
"Maria Petronella ""Puck"" Oversloot (-Schouten)",Netherlands,NED,Summer,1932,Los Angeles,Swimming,4X100M Freestyle Relay,Silver,Women
"Yoshinobu ""Yoshi"" Oyakawa",United States,USA,Summer,1952,Helsinki,Swimming,100M Backstroke,Gold,Men
Tsutomi Oyokota,Japan,JPN,Summer,1932,Los Angeles,Swimming,400M Freestyle,Bronze,Men
Jake Packard,Australia,AUS,Summer,2016,Rio De Janeiro,Swimming,4X100M Medley Relay,Bronze,Men
"Henri Padou, Jr.",France,FRA,Summer,1948,London,Swimming,4X200M Freestyle Relay,Bronze,Men
Kirk Palmer,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Bronze,Men
Kylie Jayne Palmer,Australia,AUS,Summer,2008,Beijing,Swimming,4X200M Freestyle Relay,Gold,Women
